war,mission_id,mission_date,country,aircraft_type,planes,bombload,target_location,target_country,latitude,longitude,weapon_type
Korean War,1023,7/10/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1024,7/10/50,Okinawa,B29,4.0,32.0,,,,,
Korean War,1025,7/10/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1026,7/11/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1027,7/11/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1028,7/11/50,Okinawa,B29,4.0,32.0,,,,,
Korean War,1029,7/12/50,Okinawa,B29,3.0,16.0,,,,,
Korean War,1030,7/12/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1031,7/12/50,Okinawa,B29,4.0,22.0,,,,,
Korean War,1033,7/13/50,Okinawa,B29,8.0,64.0,,,,,
Korean War,1034,7/13/50,Okinawa,B29,8.0,72.0,,,,,
Korean War,1035,7/13/50,Okinawa,B29,8.0,72.0,,,,,
Korean War,1036,7/13/50,Japan,B29,8.0,99.0,,,,,
Korean War,1037,7/13/50,Japan,B29,9.0,86.0,,,,,
Korean War,1038,7/13/50,Japan,B29,9.0,88.0,,,,,
Korean War,1039,7/14/50,Japan,B29,3.0,24.0,,,,,
Korean War,1040,7/14/50,Japan,B29,4.0,32.0,,,,,
Korean War,1041,7/14/50,Japan,B29,3.0,24.0,,,,,
Korean War,1042,7/15/50,Japan,B29,4.0,32.0,,,,,
Korean War,1043,7/15/50,Japan,B29,4.0,32.0,,,,,
Korean War,1044,7/15/50,Japan,B29,3.0,32.0,,,,,
Korean War,1045,7/16/50,Okinawa,B29,5.0,40.0,,,,,
Korean War,1046,7/16/50,Okinawa,B29,5.0,47.0,,,,,
Korean War,1047,7/16/50,Okinawa,B29,6.0,42.0,,,,,
Korean War,1048,7/16/50,Okinawa,B29,10.0,80.0,,,,,
Korean War,1049,7/16/50,Okinawa,B29,10.0,80.0,,,,,
Korean War,1050,7/16/50,Okinawa,B29,10.0,80.0,,,,,
Korean War,1051,7/16/50,Japan,B29,3.0,24.0,,,,,
Korean War,1052,7/16/50,Japan,B29,2.0,16.0,,,,,
Korean War,1053,7/16/50,Japan,B29,3.0,24.0,,,,,
Korean War,1054,7/17/50,Japan,B29,1.0,8.0,,,,,
Korean War,1055,7/17/50,Japan,B29,3.0,24.0,,,,,
Korean War,1056,7/17/50,Japan,B29,4.0,32.0,,,,,
Korean War,1057,7/18/50,Japan,B29,1.0,8.0,,,,,
Korean War,1058,7/18/50,Japan,B29,1.0,8.0,,,,,
Korean War,1059,7/19/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1060,7/19/50,Okinawa,B29,2.0,24.0,,,,,
Korean War,1061,7/19/50,Okinawa,B29,1.0,16.0,,,,,
Korean War,1062,7/20/50,Okinawa,B29,1.0,8.0,,,,,
Korean War,1063,7/20/50,Okinawa,B29,1.0,8.0,,,,,
Korean War,1064,7/20/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1065,7/20/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1066,7/20/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1067,7/20/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1068,7/20/50,Japan,B29,8.0,64.0,,,,,
Korean War,1069,7/21/50,Okinawa,B29,1.0,16.0,,,,,
Korean War,1070,7/21/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1071,7/21/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1072,7/21/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1073,7/21/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1074,7/21/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1075,7/21/50,Japan,B29,8.0,62.0,,,,,
Korean War,1076,7/22/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1077,7/22/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1078,7/22/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1079,7/22/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1080,7/22/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1081,7/22/50,Japan,B29,7.0,64.0,,,,,
Korean War,1083,7/23/50,Okinawa,B29,,8.0,,,,,
Korean War,1084,7/23/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1085,7/23/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1086,7/23/50,Okinawa,B29,3.0,20.0,,,,,
Korean War,1087,7/23/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1088,7/23/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1089,7/23/50,Japan,B29,4.0,26.0,,,,,
Korean War,1090,7/23/50,Japan,B29,3.0,26.0,,,,,
Korean War,1091,7/24/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1092,7/24/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1093,7/24/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1094,7/24/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1095,7/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1096,7/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1097,7/24/50,Japan,B29,4.0,28.0,,,,,
Korean War,1098,7/24/50,Japan,B29,4.0,36.0,,,,,
Korean War,1099,7/25/50,Okinawa,B29,2.0,14.0,,,,,
Korean War,1100,7/25/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1101,7/25/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1102,7/25/50,Okinawa,B29,3.0,21.0,,,,,
Korean War,1103,7/25/50,Okinawa,B29,2.0,14.0,,,,,
Korean War,1104,7/25/50,Okinawa,B29,3.0,23.0,,,,,
Korean War,1105,7/25/50,Japan,B29,4.0,40.0,,,,,
Korean War,1106,7/25/50,Japan,B29,4.0,24.0,,,,,
Korean War,1107,7/26/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1108,7/26/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1109,7/26/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1110,7/26/50,Okinawa,B29,3.0,26.0,,,,,
Korean War,1111,7/26/50,Okinawa,B29,3.0,23.0,,,,,
Korean War,1112,7/26/50,Okinawa,B29,2.0,17.0,,,,,
Korean War,1113,7/26/50,Japan,B29,4.0,40.0,,,,,
Korean War,1114,7/26/50,Japan,B29,4.0,26.0,,,,,
Korean War,1115,7/27/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1116,7/27/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1117,7/27/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1118,7/27/50,Okinawa,B29,2.0,17.0,,,,,
Korean War,1119,7/27/50,Okinawa,B29,3.0,26.0,,,,,
Korean War,1120,7/27/50,Okinawa,B29,3.0,25.0,,,,,
Korean War,1121,7/27/50,Japan,B29,4.0,40.0,,,,,
Korean War,1122,7/27/50,Japan,B29,4.0,40.0,,,,,
Korean War,1123,7/28/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1124,7/28/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1125,7/28/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1126,7/28/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1127,7/28/50,Okinawa,B29,2.0,17.0,,,,,
Korean War,1128,7/28/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1129,7/28/50,Japan,B29,3.0,40.0,,,,,
Korean War,1130,7/28/50,Japan,B29,4.0,40.0,,,,,
Korean War,1131,7/29/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1132,7/29/50,Okinawa,B29,2.0,24.0,,,,,
Korean War,1133,7/29/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1134,7/30/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1135,7/30/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1136,7/30/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1137,7/30/50,Okinawa,B29,7.0,68.0,,,,,
Korean War,1138,7/30/50,Okinawa,B29,7.0,59.0,,,,,
Korean War,1139,7/30/50,Okinawa,B29,9.0,77.0,,,,,
Korean War,1140,7/30/50,Japan,B29,8.0,80.0,,,,,
Korean War,1141,7/30/50,Japan,B29,8.0,78.0,,,,,
Korean War,1142,7/30/50,Japan,B29,8.0,80.0,,,,,
Korean War,1143,7/31/50,Okinawa,B29,2.0,14.0,,,,,
Korean War,1144,7/31/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1145,7/31/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1146,8/1/50,Okinawa,B29,1.0,16.0,,,,,
Korean War,1147,8/1/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1148,8/1/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1149,8/1/50,Okinawa,B29,8.0,69.0,,,,,
Korean War,1150,8/1/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1151,8/1/50,Okinawa,B29,7.0,77.0,,,,,
Korean War,1152,8/1/50,Japan,B29,6.0,80.0,,,,,
Korean War,1153,8/1/50,Japan,B29,9.0,86.0,,,,,
Korean War,1154,8/1/50,Japan,B29,7.0,70.0,,,,,
Korean War,1155,8/2/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1156,8/2/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1157,8/2/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1159,8/3/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1160,8/3/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1161,8/3/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1162,8/3/50,Okinawa,B29,7.0,60.0,,,,,
Korean War,1163,8/3/50,Okinawa,B29,7.0,59.0,,,,,
Korean War,1164,8/3/50,Okinawa,B29,6.0,51.0,,,,,
Korean War,1165,8/3/50,Japan,B29,5.0,60.0,,,,,
Korean War,1166,8/3/50,Japan,B29,7.0,70.0,,,,,
Korean War,1167,8/3/50,Japan,B29,7.0,70.0,,,,,
Korean War,1168,8/4/50,Okinawa,B29,4.0,26.0,,,,,
Korean War,1169,8/4/50,Okinawa,B29,4.0,29.0,,,,,
Korean War,1170,8/4/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1171,8/5/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1172,8/5/50,Okinawa,B29,3.0,20.0,,,,,
Korean War,1173,8/5/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1174,8/5/50,Okinawa,B29,1.0,17.0,,,,,
Korean War,1175,8/5/50,Okinawa,B29,2.0,17.0,,,,,
Korean War,1176,8/5/50,Okinawa,B29,2.0,17.0,,,,,
Korean War,1177,8/5/50,Japan,B29,4.0,40.0,,,,,
Korean War,1178,8/5/50,Japan,B29,2.0,20.0,,,,,
Korean War,1179,8/6/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1180,8/6/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1181,8/6/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1182,8/7/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1183,8/7/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1184,8/7/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1185,8/7/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1186,8/7/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1187,8/7/50,Okinawa,B29,8.0,67.0,,,,,
Korean War,1188,8/7/50,Japan,B29,8.0,80.0,,,,,
Korean War,1189,8/7/50,Japan,B29,6.0,70.0,,,,,
Korean War,1190,8/7/50,Japan,B29,7.0,70.0,,,,,
Korean War,1191,8/7/50,Japan,B29,1.0,8.0,,,,,
Korean War,1192,8/7/50,Japan,B29,2.0,15.0,,,,,
Korean War,1193,8/7/50,Japan,B29,1.0,8.0,,,,,
Korean War,1194,8/8/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1195,8/8/50,Okinawa,B29,1.0,6.0,,,,,
Korean War,1196,8/8/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1197,8/8/50,Okinawa,B29,5.0,38.0,,,,,
Korean War,1198,8/9/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1199,8/9/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1200,8/9/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1201,8/9/50,Okinawa,B29,5.0,37.0,,,,,
Korean War,1202,8/9/50,Okinawa,B29,1.0,8.0,,,,,
Korean War,1203,8/9/50,Japan,B29,1.0,8.0,,,,,
Korean War,1204,8/9/50,Japan,B29,5.0,47.0,,,,,
Korean War,1205,8/9/50,Japan,B29,4.0,40.0,,,,,
Korean War,1206,8/10/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1207,8/10/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1208,8/10/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1209,8/10/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1210,8/10/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1211,8/10/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1212,8/10/50,Okinawa,B29,8.0,67.0,,,,,
Korean War,1213,8/10/50,Okinawa,B29,1.0,8.0,,,,,
Korean War,1214,8/10/50,Okinawa,B29,4.0,33.0,,,,,
Korean War,1215,8/10/50,Japan,B29,6.0,60.0,,,,,
Korean War,1216,8/10/50,Japan,B29,2.0,20.0,,,,,
Korean War,1217,8/10/50,Japan,B29,5.0,60.0,,,,,
Korean War,1218,8/10/50,Japan,B29,8.0,80.0,,,,,
Korean War,1219,8/10/50,Japan,B29,4.0,36.0,,,,,
Korean War,1220,8/10/50,Japan,B29,5.0,47.0,,,,,
Korean War,1221,8/11/50,Okinawa,B29,4.0,32.0,,,,,
Korean War,1222,8/11/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1223,8/11/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1224,8/11/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1225,8/11/50,Okinawa,B29,4.0,32.0,,,,,
Korean War,1226,8/11/50,Japan,B29,2.0,20.0,,,,,
Korean War,1227,8/11/50,Japan,B29,2.0,20.0,,,,,
Korean War,1228,8/11/50,Japan,B29,3.0,30.0,,,,,
Korean War,1229,8/12/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1230,8/12/50,Okinawa,B29,5.0,34.0,,,,,
Korean War,1231,8/12/50,Okinawa,B29,5.0,34.0,,,,,
Korean War,1232,8/12/50,Okinawa,B29,1.0,18.0,,,,,
Korean War,1233,8/12/50,Okinawa,B29,8.0,57.0,,,,,
Korean War,1234,8/12/50,Okinawa,B29,8.0,64.0,,,,,
Korean War,1235,8/12/50,Okinawa,B29,8.0,64.0,,,,,
Korean War,1236,8/12/50,Okinawa,B29,4.0,28.0,,,,,
Korean War,1237,8/12/50,Okinawa,B29,4.0,32.0,,,,,
Korean War,1238,8/12/50,Japan,B29,4.0,50.0,,,,,
Korean War,1239,8/12/50,Japan,B29,5.0,57.0,,,,,
Korean War,1240,8/12/50,Japan,B29,7.0,80.0,,,,,
Korean War,1241,8/12/50,Japan,B29,4.0,40.0,,,,,
Korean War,1242,8/12/50,Japan,B29,4.0,38.0,,,,,
Korean War,1243,8/12/50,Japan,B29,5.0,50.0,,,,,
Korean War,1244,8/13/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1245,8/13/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1246,8/13/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1247,8/13/50,Okinawa,B29,1.0,14.0,,,,,
Korean War,1248,8/13/50,Okinawa,B29,2.0,18.0,,,,,
Korean War,1249,8/13/50,Japan,B29,4.0,36.0,,,,,
Korean War,1250,8/13/50,Japan,B29,2.0,12.0,,,,,
Korean War,1251,8/13/50,Japan,B29,1.0,6.0,,,,,
Korean War,1252,8/13/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1253,8/14/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1254,8/14/50,Okinawa,B29,2.0,18.0,,,,,
Korean War,1255,8/14/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1256,8/14/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1257,8/14/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1258,8/14/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1259,8/14/50,Japan,B29,2.0,12.0,,,,,
Korean War,1260,8/14/50,Japan,B29,2.0,18.0,,,,,
Korean War,1261,8/14/50,Japan,B29,2.0,12.0,,,,,
Korean War,1262,8/15/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1263,8/15/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1264,8/15/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1265,8/15/50,Okinawa,B29,3.0,24.0,,,,,
Korean War,1266,8/15/50,Okinawa,B29,4.0,30.0,,,,,
Korean War,1267,8/15/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1268,8/16/50,Okinawa,B29,5.0,38.0,,,,,
Korean War,1269,8/16/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1270,8/16/50,Okinawa,B29,8.0,60.0,,,,,
Korean War,1271,8/16/50,Okinawa,B29,7.0,54.0,,,,,
Korean War,1272,8/16/50,Okinawa,B29,8.0,72.0,,,,,
Korean War,1273,8/16/50,Okinawa,B29,8.0,72.0,,,,,
Korean War,1274,8/16/50,Okinawa,B29,8.0,72.0,,,,,
Korean War,1275,8/16/50,Okinawa,B29,5.0,35.0,,,,,
Korean War,1276,8/16/50,Okinawa,B29,6.0,46.0,,,,,
Korean War,1277,8/16/50,Japan,B29,8.0,80.0,,,,,
Korean War,1278,8/16/50,Japan,B29,7.0,70.0,,,,,
Korean War,1279,8/16/50,Japan,B29,9.0,80.0,,,,,
Korean War,1280,8/16/50,Japan,B29,6.0,48.0,,,,,
Korean War,1281,8/16/50,Japan,B29,5.0,38.0,,,,,
Korean War,1282,8/16/50,Japan,B29,7.0,58.0,,,,,
Korean War,1283,8/17/50,Okinawa,B29,1.0,8.0,,,,,
Korean War,1284,8/17/50,Okinawa,B29,2.0,16.0,,,,,
Korean War,1285,8/17/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1286,8/17/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1287,8/17/50,Okinawa,B29,2.0,14.0,,,,,
Korean War,1288,8/17/50,Okinawa,B29,3.0,20.0,,,,,
Korean War,1289,8/17/50,Japan,B29,3.0,22.0,,,,,
Korean War,1290,8/17/50,Japan,B29,3.0,22.0,,,,,
Korean War,1291,8/17/50,Japan,B29,3.0,14.0,,,,,
Korean War,1292,8/18/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1293,8/18/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1294,8/18/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1295,8/18/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1296,8/18/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1297,8/18/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1298,8/18/50,Japan,B29,2.0,12.0,,,,,
Korean War,1299,8/18/50,Japan,B29,2.0,12.0,,,,,
Korean War,1300,8/18/50,Japan,B29,2.0,12.0,,,,,
Korean War,1301,8/19/50,Okinawa,B29,5.0,34.0,,,,,
Korean War,1302,8/19/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1303,8/19/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1304,8/19/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1305,8/19/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1306,8/19/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1307,8/19/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1308,8/19/50,Okinawa,B29,5.0,32.0,,,,,
Korean War,1309,8/19/50,Okinawa,B29,6.0,46.0,,,,,
Korean War,1310,8/19/50,Japan,B29,7.0,70.0,,,,,
Korean War,1311,8/19/50,Japan,B29,9.0,90.0,,,,,
Korean War,1312,8/19/50,Japan,B29,8.0,78.0,,,,,
Korean War,1313,8/19/50,Japan,B29,6.0,38.0,,,,,
Korean War,1314,8/19/50,Japan,B29,6.0,54.0,,,,,
Korean War,1315,8/19/50,Japan,B29,6.0,52.0,,,,,
Korean War,1316,8/20/50,Okinawa,B29,2.0,13.0,,,,,
Korean War,1317,8/20/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1318,8/20/50,Okinawa,B29,4.0,24.0,,,,,
Korean War,1319,8/20/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1320,8/20/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1321,8/20/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1322,8/20/50,Japan,B29,1.0,12.0,,,,,
Korean War,1323,8/20/50,Japan,B29,3.0,26.0,,,,,
Korean War,1324,8/20/50,Japan,B29,3.0,18.0,,,,,
Korean War,1325,8/21/50,Okinawa,B29,3.0,20.0,,,,,
Korean War,1326,8/21/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1327,8/21/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1328,8/21/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1329,8/21/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1330,8/21/50,Okinawa,B29,3.0,22.0,,,,,
Korean War,1331,8/21/50,Japan,B29,3.0,18.0,,,,,
Korean War,1332,8/21/50,Japan,B29,2.0,12.0,,,,,
Korean War,1333,8/21/50,Japan,B29,3.0,18.0,,,,,
Korean War,1334,8/22/50,Okinawa,B29,5.0,38.0,,,,,
Korean War,1335,8/22/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1336,8/22/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1337,8/22/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1338,8/22/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1339,8/22/50,Okinawa,B29,7.0,60.0,,,,,
Korean War,1340,8/22/50,Okinawa,B29,8.0,68.0,,,,,
Korean War,1341,8/22/50,Okinawa,B29,4.0,38.0,,,,,
Korean War,1342,8/22/50,Okinawa,B29,5.0,40.0,,,,,
Korean War,1343,8/22/50,Japan,B29,8.0,78.0,,,,,
Korean War,1344,8/22/50,Japan,B29,9.0,90.0,,,,,
Korean War,1345,8/22/50,Japan,B29,5.0,60.0,,,,,
Korean War,1346,8/22/50,Japan,B29,5.0,55.0,,,,,
Korean War,1347,8/22/50,Japan,B29,4.0,24.0,,,,,
Korean War,1348,8/22/50,Japan,B29,6.0,36.0,,,,,
Korean War,1349,8/23/50,Okinawa,B29,4.0,21.0,,,,,
Korean War,1350,8/23/50,Okinawa,B29,2.0,14.0,,,,,
Korean War,1351,8/23/50,Okinawa,B29,3.0,15.0,,,,,
Korean War,1352,8/23/50,Okinawa,B29,4.0,29.0,,,,,
Korean War,1353,8/23/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1354,8/23/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1355,8/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1356,8/24/50,Okinawa,B29,2.0,18.0,,,,,
Korean War,1357,8/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1358,8/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1359,8/24/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1360,8/24/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1361,8/24/50,Japan,B29,8.0,48.0,,,,,
Korean War,1362,8/24/50,Japan,B29,8.0,48.0,,,,,
Korean War,1363,8/24/50,Japan,B29,8.0,48.0,,,,,
Korean War,1364,8/24/50,Japan,B29,1.0,8.0,,,,,
Korean War,1365,8/25/50,Okinawa,B29,7.0,49.0,,,,,
Korean War,1366,8/25/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1367,8/25/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1368,8/25/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1369,8/25/50,Okinawa,B29,5.0,35.0,,,,,
Korean War,1370,8/25/50,Okinawa,B29,6.0,44.0,,,,,
Korean War,1371,8/25/50,Okinawa,B29,5.0,37.0,,,,,
Korean War,1372,8/25/50,Okinawa,B29,10.0,69.0,,,,,
Korean War,1373,8/25/50,Okinawa,B29,7.0,52.0,,,,,
Korean War,1374,8/25/50,Japan,B29,8.0,52.0,,,,,
Korean War,1375,8/25/50,Japan,B29,7.0,42.0,,,,,
Korean War,1376,8/25/50,Japan,B29,9.0,54.0,,,,,
Korean War,1377,8/26/50,Okinawa,B29,1.0,6.0,,,,,
Korean War,1378,8/26/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1379,8/26/50,Okinawa,B29,2.0,12.0,,,,,
Korean War,1380,8/26/50,Okinawa,B29,3.0,18.0,,,,,
Korean War,1381,8/26/50,Okinawa,B29,2.0,12.0,,,,,
